author,datetype,docid,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title
"Coatsworth, Elizabeth Jane,",s,mdp.39076002606684,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002606684.basic.json.bz2,Fiction|Juvenile audience,New York|Junior Literary Guild|Philadelphia|John C. Winston Co.|c1952.,1952,,26537222,nyu,009929437,fic,1952,Conduct of life|Pawnee Indians|Colonies|America|French|History|Teenage boys|Fathers and sons|Juvenile fiction|Adventure stories,The last fort
"Holberg, Ruth Langland,",s,mdp.39076002606775,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002606775.basic.json.bz2,Fiction|Juvenile audience,Garden City N.Y.|Doubleday & Co.|1937.,1937,,4969681,nyu,009929446,fic,1937,Wisconsin|Conduct of life|Families|Children|Pioneers|Frontier and pioneer life|19th century|Social life and customs|Milwaukee|Juvenile fiction|Social conditions,Hester & Timothy
"McCready, Thomas Leighton.",s,mdp.39076002618622,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002618622.basic.json.bz2,Fiction|Juvenile audience,New York|Ariel Books|Junior Literary Guild|c1954.,1954,,1399462,nyu,009929594,fic,1954,Animals|Roosters|Juvenile fiction,Biggity Bantam
"Bishop, Claire Huchet.",s,mdp.39076002618853,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002618853.basic.json.bz2,Fiction|Juvenile audience,New York|Coward-McCann|1940.,1940,,1596075,nyu,009929612,fic,1940,Orphans|Epiphany|France|Social life and customs|Normandy|Juvenile fiction,The kings' day
"Hewes, Agnes Danforth.",t,mdp.39076002619505,1930,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39076002619505.basic.json.bz2,Juvenile audience|Fiction,"New York;A.A. Knopf;1942, c1930.",1942,,654273,nyu,009929741,fic,1942,"Period of discoveries, 1385-1580|Discovery and exploration|Juvenile fiction|History|1469-1524|Gama, Vasco da|Portugal|d. 1521|America|Adventure stories|Magalhães, Fernão de",Spice and the devil's cave
"Aspinwall, Marguerite.",s,mdp.39076002630999,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002630999.basic.json.bz2,Fiction|Juvenile audience,"New York, NY|Harper & Brothers|c1928.",1928,,166295346,nyu,009930325,fic,1928,Juvenile fiction|Clipper ships,Sea girl
"Taylor, Sydney,",s,mdp.39076002647464,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002647464.basic.json.bz2,Fiction|Juvenile audience,Chicago|Wilcox and Follett|c1951.,1951,,573530,ilu,009929986,fic,1951,Jews|New York (State)|New York|Families|20th century|Sisters|History|Juvenile fiction,All-of-a-kind family
"Harris, Bill,",s,mdp.39076002666076,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002666076.basic.json.bz2,Drama,Detroit|Broadside Press|c1990.,1990,,47966591,miu,009930302,dra,1990,African American authors|American drama,Coda & Riffs
"Miller, Margery.",s,mdp.39076002717275,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002717275.basic.json.bz2,NotFiction|Biography,"New York|Current books, inc., A. A. Wyn|1945",1945,GV1132.L6M5,18108299,nyu,001063054,non,1945,"Louis, Joe|1914-1981",Joe Louis: American
"Judd, Frances K.",s,mdp.39076002735756,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002735756.basic.json.bz2,Fiction|Juvenile audience,"New York, N.Y.|Books, Inc.|c1951.",1951,,51796588,nyu,009931055,fic,1951,"Adventure stories|Detective and mystery stories|Women detectives|Violin|Tracey, Kay (Fictitious character)|Juvenile fiction",When the key turned
"Keene, Carolyn.",s,mdp.39076002738446,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39076002738446.basic.json.bz2,Juvenile audience|Fiction,New York;Grosset & Dunlap;c1961.,1961,PS3537.T817M978 1961,3283962,nyu,005932269,fic,1961,"Drew, Nancy (Fictitious character)|Juvenile fiction|Mystery and detective stories|Women detectives|Adventure stories",The mystery at Lilac Inn
"Keene, Carolyn.",s,mdp.39076002738487,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002738487.basic.json.bz2,Fiction|Juvenile audience,New York|Grosset & Dunlap|c1969.,1969,,4366,nyu,009931001,fic,1969,"Ghost stories|Shells|Detective and mystery stories|Women detectives|Drew, Nancy (Fictitious character)|Juvenile fiction|Adventure stories",The invisible intruder
"Keene, Carolyn.",s,mdp.39076002738701,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002738701.basic.json.bz2,Fiction|Juvenile audience,New York|Grosset & Dunlap|c1970.,1970,,86120,nyu,009931015,fic,1970,"Musical notation|Detective and mystery stories|Business intelligence|Women detectives|Drew, Nancy (Fictitious character)|Juvenile fiction|Adventure stories",The secret in the old attic
"Wells, Helen,",s,mdp.39076002789928,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002789928.basic.json.bz2,Fiction|Juvenile audience,New York|Grosset & Dunlap|c1957.,1957,,4966350,nyu,009931549,fic,1957,"Pennsylvania|Ames, Cherry (Fictitious character)|Nurses|Camp nursing|Juvenile fiction","Cherry Ames, camp nurse"
"Hader, Berta.",s,mdp.39076002790298,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002790298.basic.json.bz2,Fiction|Juvenile audience,New York|Macmillan Co.|1947.,1947,,1560944,nyu,009932286,fic,1947,Social life and customs|Cities and towns|Juvenile fiction,Big city
"Blackwell, Alice Stone,",r,mdp.39076002818826,1917,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002818826.basic.json.bz2,Bibliographies|Poetry,"Delmar, N.Y.|Caravan Books|1978.",1978,PK8831.E3B5 1978,4114627,nyu,009296686,poe,1978,Armenian poetry|Translations into English,Armenian poems
,s,mdp.39076002818974,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002818974.basic.json.bz2,Bibliographies|Poetry,"Los Angeles, CA|G. Papasian|c1987.",1987,PK8831.E3S65,18105805,cau,009932731,poe,1987,Armenian poetry|Translations into English,Sojourn at Ararat
"McCourt, Lisa.",t,mdp.39076002832967,1997,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39076002832967.basic.json.bz2,Fiction|Juvenile audience,"Mahwah, N.J.;Troll;2002, c1997.",1997,,51893640,nju,009932204,fic,2002,Love stories|Juvenile fiction|Mother and child|Animals,"I love you, Stinky Face"
"Haas, Dorothy.",s,mdp.39076002866502,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002866502.basic.json.bz2,Fiction|Juvenile audience,"Racine, Wis.|Whitman Pub. Co.|c1966.",1966,PZ7.H112Sp,300175,wiu,005937416,fic,1966,Schools|Juvenile fiction,A special place for Jonny
"Kipling, Rudyard,",q,mdp.39076002866692,1969,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002866692.basic.json.bz2,Novel,London|Macmillan|196-?,"<estimate=""[196-?]"">",,5701554,enk,009932971,fic,1960,Boys|Orphans|Lamas|Irish|Juvenile fiction|India,Kim
"Kamajian, Debra.",t,mdp.39076002868607,1996,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002868607.basic.json.bz2,Fiction,"Sault Ste. Marie, Ont.|Moose Enterprise and Theatre Play Pub.|2003, c1996.",2003,,53037593,onc,009932816,fic,2003,Short stories,And-- that-- was-- that!
"Ghiragossián, Alicia.",t,mdp.39076002868706,1992,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002868706.basic.json.bz2,Poetry,"Glendale, Ca.|A New Age Publications|1994, c1992.",1994,PS3557.H544B495,33244637,cau,009932810,poe,1994,,Beyond the word roots
"Ghiragossián, Alicia.",t,mdp.39076002868714,1992,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002868714.basic.json.bz2,Poetry,"Glendale, Ca.|New Age Publications|1994, c1992.",1994,PS3557.H544B49,33244643,cau,009932801,poe,1994,Armenian Americans|Poetry,Beyond the word meditation
"Ghiragossián, Alicia.",t,mdp.39076002868722,1992,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002868722.basic.json.bz2,Poetry,"Glendale, Ca.|A New Age Publications|1994, c1992.",1994,PS3557.H544B493,33948556,cau,009932809,poe,1994,,Beyond the words love and motherhood
"Thomajan, Puzant Kevork.",s,mdp.39076002870512,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002870512.basic.json.bz2,Poetry,New York|Merle Armitage & The Tantalus Press|1949.,1949,,21754340,nyu,009929253,poe,1949,,Hades & jades
,s,mdp.39076002894447,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002894447.basic.json.bz2,Poetry,"Kalamazoo, Mich.|Dept. of Foreign Languages and Literatures, Western Michigan University|c1997.",1997,,42864719,miu,009933307,poe,1997,"Poetry, Modern|Translations into English|20th century",Leading contemporary poets
"Shirinian, Lorne,",s,mdp.39076002896954,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002896954.basic.json.bz2,Fiction,Toronto|Zoryan Institute Canada|c1991.,1991,PR9199.3.S515B43,31377563,onc,009933383,fic,1991,,Beginnings and ends
"Kudian, Mischa.",s,mdp.39076002897044,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002897044.basic.json.bz2,Poetry,London|Mashtots|1984.,1984,PR6061.U3W58,18816264,enk,009933409,poe,1984,,Witricks galore!
"(Levon Vardani) Mirijanyan, L. V.",s,mdp.39076002897051,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002897051.basic.json.bz2,Poetry,London|Mashtots Press|1983.,1983,ML410.K73536M5,11131914,enk,009933408,poe,1983,English poetry|Translations into English|1869-1935|Poetry|Translations from Armenian|Vardapet|Komitas|Armenian poetry,The shepherd of songs
"(Mark Der) Bedrossyan, Mark D.",s,mdp.39076002897226,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002897226.basic.json.bz2,Drama,New York|Vantage|c1967.,1967,,7422353,nyu,009933412,dra,1967,"Drama|Armenian massacres, 1915-1923",The first genocide
,s,mdp.39076002907066,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002907066.basic.json.bz2,Bibliographies|Poetry|Juvenile audience,New York|Greenwillow Books|c1976.,1976,PN6110.C4P485,1863471,nyu,009933556,poe,1976,"Children's poetry, American",Poems here and now
"Shishmanian, Seta,",s,mdp.39076002920622,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002920622.basic.json.bz2,Poetry,"New York, NY|Hunter Pub.|1988.",1988,,57367380,nyu,009933967,poe,1988,,Poems
"Metheny, Evangeline,",s,mdp.39076002931215,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39076002931215.basic.json.bz2,NotFiction,New York|Fleming H. Revell Co.|c1940,1940,BV2087.M4,3142643,nyu,9927481,other,1940,Missions|Turkey|Syria|Missionary stories,North and east of Musa dagh
"Vertanes, Charles Agnakian.",s,mdp.39076002931710,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39076002931710.basic.json.bz2,NotFiction,New York|National Committee for the Rights of the Cholakian Family|1949?,1949,,14080749,nyu,9927441,other,1949,Freedom of religion|Cases|Parent and child (Law),The case of the Cholakian family;
"Chaliand, Gérard,",s,mdp.39076002934292,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002934292.basic.json.bz2,Poetry,"Watertown, Mass.|Blue Crane Books|c1992.",1992,PQ2663.H268M36,26504126,mau,009933903,poe,1992,,The stubborn march =
"Minasian, Khatchik.",s,mdp.39076002945090,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002945090.basic.json.bz2,Poetry,Fresno|Giligia Press|c1969.,1969,PS3563.I463S5,2890252,cau,009929400,poe,1969,,The simple songs of Khatchik Minasian
"Herald, Leon Serabian.",s,mdp.39076002945249,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002945249.basic.json.bz2,Poetry,New York|T. Seltzer.|1925.,1925,PS3515.E5875T5,5418734,nyu,009929425,poe,1925,,This waking hour
,s,mdp.39076002946015,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002946015.basic.json.bz2,Bibliographies|Fiction,Boston|Houghton Mifflin Co.|1935.,1935,,9956812,mau,009929419,fic,1935,"Short stories, American","The best short stories, 1935"
"Shirinian, Lorne,",s,mdp.39076002946080,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002946080.basic.json.bz2,Poetry,Toronto|Manna Publishing|c1971.,1971,PR9199.3.S515M3,923087,onc,009929527,poe,1971,,Manuscript: Tom Sturgess
"Hovsepian, Aramais Akob,",s,mdp.39076002946296,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002946296.basic.json.bz2,Fiction,"Culver City, Calif.|Murray & Gee|1950.",1950,,1534208,cau,009929146,fic,1950,"Armenian Americans|World War, 1939-1945|Personal narratives, American",Your son and mine
,s,mdp.39076002946403,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002946403.basic.json.bz2,Poetry,"Santa Fe, N.M.|Giligia Press|c1968.",1968,,3048383,nmu,009929157,poe,1968,Children's writings,The Shivurrus plant of Mopant and other children's poems
"Kherdian, David.",s,mdp.39076002946908,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002946908.basic.json.bz2,Poetry,"Morris, N.Y.|Press at Butternut Creek|1987",1987,,33296551,nyu,009929193,poe,1987,,Poems to an essence friend
"Grenier, Arpine Konyalian.",s,mdp.39076002947070,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002947070.basic.json.bz2,Poetry,Sarasota|Florida Literary Foundation Press|c1992.,1992,PS3557.R4388W48,30823819,flu,009929156,poe,1992,,Whores from Samarkand
"Kherdian, David.",s,mdp.39076002947179,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002947179.basic.json.bz2,Poetry,"Spencertown, N.Y.|Forkroads Press|c1995.",1995,,36902895,nyu,009929198,poe,1995,Anecdotes,My Racine
"Balakian, Peter,",s,mdp.39076002947211,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002947211.basic.json.bz2,Poetry,"Riverdale-on-Hudson, N.Y.|Sheep Meadow Press|New York|Distributed by New Amsterdam Books|c1988.",1988,PS3552.A443R3,18307223,nyu,009929237,poe,1988,Armenian Americans|Poetry,Reply from Wilderness Island
"Balakian, Peter,",s,mdp.39076002947252,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002947252.basic.json.bz2,Poetry,New York City|Sheep Meadow Press|Distributed by Persea Books|c1979.,1979,PS3552.A443F3,6387100,nyu,009929244,poe,1979,Armenian Americans|Poetry,Father Fisheye
"Bond, Harold.",s,mdp.39076002947336,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002947336.basic.json.bz2,Poetry,"West Branch, [Iowa|Cummington Press|1969.",1969,PS3552.O595D3,117401,iau,009929259,poe,1969,,Dancing on water
"Boyajian, Aram.",s,mdp.39076002947351,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002947351.basic.json.bz2,Poetry,"Trumansburg, N.Y.|Crossing Press|c1973.",1973,,842847,nyu,009929260,poe,1973,,The man who wrote the world's longest haiku
"Shargabian, Garabad,",s,mdp.39076002947435,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002947435.basic.json.bz2,Poetry,New York|Exposition Press|c1957.,1957,PS3537.H2773B9,17964473,nyu,009929247,poe,1957,,By heart
"Minasian, Khatchik.",s,mdp.39076002947468,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002947468.basic.json.bz2,Poetry,"Prairie City, Ill.|Decker Press|c1950.",1950,,4155556,ilu,009929261,poe,1950,,A world of questions and things
"Baloian, James C.,",s,mdp.39076002947476,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002947476.basic.json.bz2,Poetry,New York|Ararat Press|c1979.,1979,PS3552.B215A33,5678004,nyu,009929262,poe,1979,Armenian Americans|Poetry,The Ararat papers
,s,mdp.39076002947765,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002947765.basic.json.bz2,Fiction,"Pleasantville, N.Y.|Reader's Digest|c1962.",1962,PS3561.A98A52,7045673,nyu,009929221,fic,1962,Greeks|Turkey|Fiction|Immigrants,Reader's Digest condensed books
"Khatchadourian, Haig.",s,mdp.39076002947864,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002947864.basic.json.bz2,Poetry,"New York, NY|Ashod Press|1983.",1983,PS3561.H3S5,9465963,nyu,009929197,poe,1983,,Shadows of time
"Kherdian, David.",s,mdp.39076002947963,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002947963.basic.json.bz2,Poetry,"Aurora, Or.|Two Rivers Press|c1981.",1981,,7820626,oru,009929188,poe,1981,,The farm
"Chantikian, Kosrof.",s,mdp.39076002948003,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002948003.basic.json.bz2,Poetry,"West Redding, Conn.|Milky Way Press|c1974.",1974,PS3553.H274I4,1257704,ctu,009929257,poe,1974,,Imaginations & self-discoveries
"Kherdian, David.",s,mdp.39076002948326,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002948326.basic.json.bz2,Fiction|Juvenile audience,New York|Greenwillow Books|c1981.,1981,PZ7.K527Be,7849506,nyu,009929085,fic,1981,Camping|Nature stories|Fiction,Beyond two rivers
"Terzian, Lawrence,",s,mdp.39076002948797,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076002948797.basic.json.bz2,Poetry,"Kitchener, Ont.|Impressions|c1996.",1996,,35941453,onc,009929164,poe,1996,"Thomajan, Puzant Kevork",A coverlet of kisses
"Conrad, Joseph,",s,mdp.39076005033332,    ,v.2,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076005033332.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday, Page & Company|1925.",1925,,6343850,nyu,001417287,fic,1925,,[Complete works
"Conrad, Joseph,",s,mdp.39076005033449,    ,v.13,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076005033449.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday, Page & Company|1925.",1925,,6343850,nyu,001417287,fic,1925,,[Complete works
"Conrad, Joseph,",s,mdp.39076005033464,    ,v.15,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076005033464.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday, Page & Company|1925.",1925,,6343850,nyu,001417287,fic,1925,,[Complete works
"Conrad, Joseph,",s,mdp.39076005033498,    ,v.18,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076005033498.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday, Page & Company|1925.",1925,,6343850,nyu,001417287,fic,1925,,[Complete works
"Conrad, Joseph,",s,mdp.39076005033522,    ,v.21,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076005033522.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday, Page & Company|1925.",1925,,6343850,nyu,001417287,fic,1925,,[Complete works
"Conrad, Joseph,",s,mdp.39076005033530,    ,v.22,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076005033530.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday, Page & Company|1925.",1925,,6343850,nyu,001417287,fic,1925,,[Complete works
"Worth, Patience",s,mdp.39076005033613,    ,,/Volumes/TARDIS/work/hathifiles/counts/mdp.39076005033613.basic.json.bz2,NotFiction,New York|Patience Worth|1928.,1928,,8038117,nyu,9927599,other,1928,,Telka
"Greene, Graham,",s,mdp.39076005039321,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076005039321.basic.json.bz2,Fiction,"London|Heinemann & Bodley Head|1970, c1958.",1970,,2638406,enk,009904836,fic,1970,,Our man in Havana
"Mills, Ralph J.",s,mdp.39076005048223,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076005048223.basic.json.bz2,NotFiction|Biography,Grand Rapids|Eerdmans|c1967,1967,PR6035.A37Z8,237294,miu,001377034,non,1967,"1908-2003|Raine, Kathleen",Kathleen Raine;
"pseud. Richardson, Henry Handel,",s,mdp.39076005048819,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076005048819.basic.json.bz2,Fiction,New York|Press of the Readers Club|c1941.,1941,,4378849,nyu,009904910,fic,1941,,The fortunes of Richard Mahoney
"(Charles Percy), Snow, C. P.",s,mdp.39076005050609,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076005050609.basic.json.bz2,Fiction,London|Macmillan|1972,1972,PR6037.N58M25 1972a,505640,enk,009904922,non,1972,,The malcontents
"O'Donovan, Joan.",s,mdp.39076005055202,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/mdp.39076005055202.basic.json.bz2,Fiction,New York|Morrow|1960,1960,PR6065.D6S4,1450542,nyu,009904950,fic,1960,,Shadows on the wall
