docid,author,datetype,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title,volgenre
mdp.49015002565035,"McNeal, Laura.",s,    ,,,Fiction|Juvenile audience,New York|Knopf|Distributed by Random House|1999.,1999,PZ7.M47879365Cr 1999,40723783,nyu,004576935,,1999,Parent and child|Fiction|Family problems|Interpersonal relations|Schools,Crooked / | $c: Laura and Tom McNeal.,juv
mdp.39015077670514,"Cornish, D. M. (David M.),",s,    ,,,"Fiction|Juvenile audience|Young adult fiction, Australian","Malvern, S. Aust.|Omnibus Books|c2008.",2008,,218111913,xra,005810804,,2008,Fantasy|Fiction|Adventure and adventurers|Foundlings,"Monster blood tattoo. | $c: D.M. Cornish with illustrations by the author. | $n: Book 2, | $p: Lamplighter /",juv
uc1.b3484338,"Ward, Leila.", ,    ,,,UnknownGenre|Juvenile audience,Nairobi|East African Literature Bureau|c1976̈,1976,,4498425,ke ,007854338,,1976,,The flame tree : | an African folk tale of Malaika Nyambura / | $c: adapted and illustrated by Leila Ward,juv
inu.30000132308655,"Friedman, Frieda.",s,    ,,,Fiction|Juvenile audience,New York|W. Morrow|1949,1949,PZ7.F897Su,1862567,nyu,009048106,,1949,,A sundae with Judy; | $c: illus. by Carolyn Haywood.,juv
mdp.49015000903485,"Peck, Leigh.",s,    ,,,Fiction|Juvenile audience,Boston|Houghton Mifflin|c1968].,1968,,429359150,mau,004472999,,1968,Pecos Bill (Legendary character)|Legends|Cowboys,Pecos Bill and Lightning / | $c: by Leigh Peck ; illustrated by Kurt Wiese.,juv
mdp.49015002468719,"Nixon, Joan Lowery.",s,    ,,,Fiction|Juvenile audience,New York|Delacorte Press|c1998.,1998,PZ7.N65Ag 1998,38132611,nyu,004571940,,1998,Fiction|Women|Individuality|Orphan trains|Orphans|Suffrage,Aggie's home / | $c: Joan Lowery Nixon.,juv
pst.000050297115,"Keown, Don.",s,    ,,,Fiction|Juvenile audience,"Novato, Calif.|High Noon Books|1984.",1984,,11786971,cau,007045186,,1984,,Scoop Doogan and Skip Malone and the creature in the forest / | $c: Don Keown.,juv
pst.000024868365,"Dolgin, Phyllis.",s,    ,Books D654cup 1985,,NotFiction|Juvenile audience,S.l.|January Productions|c1985.,1985,,13074021,xxu,007517610,,1985,Fiction|Valentine's Day,Cupid's valentine / | $c: written by Phyllis Dolgin ; illustrated by Susan Banta.,juv
pst.000049795318,"Compestine, Ying Chang.",s,    ,,,NotFiction|Juvenile audience,New York|Simon & Schuster Books for Young Readers|c2001.,2001,PZ7.C73615Ru 2000,43445610,xxu,009819912,,2001,Generosity|Fiction|Chinese New Year,The runaway rice cake / | $c: by Ying Chang Compestine ; pictures by Tungwai Chau.,juv
uc1.b4089087,"Hays, Wilma Pitchford.",s,    ,,,Fiction|Juvenile audience,New York|Coward-McCann|1956,1956,PZ7.H31493Ch,346324,nyu,006150497,,1956,,Christmas on the Mayflower. | $c: Illustrated by Roger Duvoisin.,juv
mdp.39015049998647,"Lawrence, Iain,",s,    ,,,Fiction|Juvenile audience,"New York, NY|Delacorte Press|2000.",2000,PZ7.L43545Gh 2000,43859374,nyu,004154140,,2000,,Ghost boy / | $c: Iain Lawrence.,juv
mdp.39015024090626,"Pundt, Helen Marie.",s,    ,,,Juvenile audience|NotFiction,New York|Crowell|1964,1964,PZ7.P9734Ze,1289836,nyu,001031674,,1964,,Zenty.,juv
mdp.39015013103844,"Frank, Pat,",s,    ,,,Fiction|Juvenile audience,Philadelphia|Lippincott|1959,1959,PZ3.F84974Al,267989,pau,001028551,,1959,,"Alas, Babylon; | a novel.",juv
pst.000066878964,"Service, Pamela F.",s,    ,,,Juvenile audience|Fiction,New York|Random House|c2008.,2008,PZ7.S4885Yes 2008,166317461,nyu,012267545,,2008,"Merlin (Legendary character)|Wizards|King|Juvenile fiction|Morgan le Fay (Legendary character)|Animals, Mythical|Magic|Fiction|Arthur|Dragons",Yesterday's magic / | $c: Pamela F. Service.,juv
mdp.39076002775059,,s,    ,,,Fiction|Juvenile audience,Chicago|Bookhouse for children|c1928.,1928,,2943807,ilu,009931874,,1928,Children's literature|Juvenile literature|Juvenile poetry|Children's poetry,Up one pair of stairs of my bookhouse / | $c: edited by Olive Beaupré Miller.,juv
pst.000033224923,"Hearn, Lafcadio,",s,    ,,,NotFiction|Juvenile audience,New York|Macmillan|1963.,1963,PZ8.1.H35Bo,1285706,xxu,008385160,,1963,Japan|Tales,The boy who drew cats : | and other tales. / | $c: Introduction by Pearl S. Buck. Illustrated by Manabu C. Saito.,juv
uc1.b4089078,"Hentoff, Nat.",s,    ,,,Fiction|Juvenile audience,New York|Simon and Schuster|1971,1971,PZ7.H3988In,217294,nyu,006150490,,1971,,In the country of ourselves.,juv
uc1.b4099007,"Lenski, Lois,",s,    ,,,Fiction|Bibliographies|Juvenile audience,New York|Philadelphia|J. B. Lippincott Company|1944.,1944,PZ7.L54Pu,302142,nyu,006153700,,1944,"Colonial period, ca. 1600-1775|Fiction|History","Puritan adventure, | $c: written and illustrated by Lois Lenski ...",juv
pst.000046753168,"Layton, Neal.",s,    ,,,NotFiction|Juvenile audience,New York|Dial Books for Young Readers|c1999.,1999,PZ7.L44785Sm 1998,38494661,xxu,009820008,,1999,Extraterrestrial beings|Zoos|Fiction|Gorilla,Smile if you're human / | $c: story and pictures by Neal Layton.,juv
uc1.b4099938,"Judson, Clara Ingram,",s,    ,,,Fiction|Juvenile audience,Boston|Houghton Mifflin|1942.,1942,PS3519.U37T5 1942,4853131,mau,006153938,,1942,,They came from Sweden / | $c: by Clara Ingram Judson ; illustrated by Edward C. Caswell.,juv
mdp.39015005534873,"Meyer, Carolyn.",s,    ,,,Juvenile audience|NotFiction,New York|Atheneum|1979.,1979,HV885.N9M49,4908022,nyu,002191593,,1979,"Juvenile literature|Norwalk|Vitam Center|Problem children, Services for|Connecticut",The Center : | from a troubled past to a new life / | $c: Carolyn Meyer.,juv
pst.000049617115,"Hallstead, William F.",s,    ,,,Juvenile audience|Fiction,New York|Crown Publishers|c1984.,1984,PZ10.3.H174Tu 1984,10710630,nyu,012263143,,1984,Divorce|Dogs|Fiction|Siberian husky|Juvenile fiction,Tundra / | $c: by William F. Hallstead.,juv
pst.000046809070,"Jaffrey, Madhur,",s,    ,,,NotFiction|Juvenile audience,New York|Dial Books for Young Readers|1997.,1997,PZ7.J15344Ro 1996,35102969,xxu,009820069,,1997,Elephants|Fiction|Animals,Robi Dobi :  | the marvelous adventures of an Indian elephant / | $c: Madhur Jaffrey ; illustrated by Amanda Hall.,juv
